first_name,last_name,employee_id,salary,department,email
Chad,Hanna,19325,15000,Distribution,chad.hanna@datapocalypse.com
Christopher,Cooper,8689,22000,Customer Research,christopher.cooper@datapocalypse.com
Haley,Nelson,7594,15000,Customer Research,haley.nelson@datapocalypse.com
Emily,Guzman,1318,43000,Engineering - Back End,emily.guzman@datapocalypse.com
Robert,Douglas,2405,23000,Governance,robert.douglas@datapocalypse.com
Michael,Henry,6077,23000,Engineering - Back End,michael.henry@datapocalypse.com
Danielle,Wells,9674,34000,Engineering - Back End,danielle.wells@datapocalypse.com
Meredith,Hammond,1047,29000,Customer Research,meredith.hammond@datapocalypse.com
Howard,Meyer,6018,23500,Governance,howard.meyer@datapocalypse.com
Melanie,Baker,1707,27000,Customer Research,melanie.baker@datapocalypse.com
Michael,Wade,16547,22500,Engineering - Front End,michael.wade@datapocalypse.com
Spencer,Acevedo,9236,15000,Engineering - Back End,spencer.acevedo@datapocalypse.com
Melissa,Gentry,16407,15000,Governance,melissa.gentry@datapocalypse.com
John,Thompson,12882,21000,Customer Research,john.thompson@datapocalypse.com
Ana,Pierce,11460,15000,Engineering - Back End,ana.pierce@datapocalypse.com
Tyler,Chapman,19359,15000,Distribution,tyler.chapman@datapocalypse.com
Leonard,Brown,10613,26500,Marketing,leonard.brown@datapocalypse.com
Stacey,Singleton,2064,15000,Governance,stacey.singleton@datapocalypse.com
Bryan,Farley,13567,25500,Distribution,bryan.farley@datapocalypse.com
Henry,Osborn,2392,33000,Marketing,henry.osborn@datapocalypse.com
Amy,Mcdonald,4977,33500,Distribution,amy.mcdonald@datapocalypse.com
Melody,Mullen,7108,26500,Engineering - Front End,melody.mullen@datapocalypse.com
Katherine,Burns,17015,15000,Distribution,katherine.burns@datapocalypse.com
David,Jones,14650,15000,Engineering - Back End,david.jones@datapocalypse.com
Amanda,Gordon,14500,20500,Engineering - Back End,amanda.gordon@datapocalypse.com
Sharon,Vargas,6274,22000,Governance,sharon.vargas@datapocalypse.com
Tina,Davidson,15372,15500,Governance,tina.davidson@datapocalypse.com
Alexander,Reyes,13348,38500,Engineering - Back End,alexander.reyes@datapocalypse.com
James,Green,12318,16500,Distribution,james.green@datapocalypse.com
Alyssa,Sanchez,3754,15000,Distribution,alyssa.sanchez@datapocalypse.com
Regina,Mcintyre,15054,15000,Engineering - Back End,regina.mcintyre@datapocalypse.com
Stephanie,Wong,12388,31000,Engineering - Front End,stephanie.wong@datapocalypse.com
Michael,Munoz,12706,35000,Engineering - Back End,michael.munoz@datapocalypse.com
Julia,Skinner,8052,15000,Distribution,julia.skinner@datapocalypse.com
Brandon,Jennings,19161,24500,Distribution,brandon.jennings@datapocalypse.com
Kurt,Sutton,6374,16000,Governance,kurt.sutton@datapocalypse.com
Timothy,Smith,9749,43500,Customer Research,timothy.smith@datapocalypse.com
Shawn,Heath,18790,19500,Marketing,shawn.heath@datapocalypse.com
Jennifer,Lee,11982,15000,Governance,jennifer.lee@datapocalypse.com
William,Miller,3520,31500,Engineering - Back End,william.miller@datapocalypse.com
Elizabeth,Alexander,11136,26000,Engineering - Front End,elizabeth.alexander@datapocalypse.com
James,Copeland,3005,30000,Governance,james.copeland@datapocalypse.com
Brenda,Young,14771,29500,Engineering - Back End,brenda.young@datapocalypse.com
Douglas,Hays,4942,15000,Marketing,douglas.hays@datapocalypse.com
Roger,Cook,15417,16500,Engineering - Back End,roger.cook@datapocalypse.com
Patrick,Hart,18206,15000,Governance,patrick.hart@datapocalypse.com
Jared,Vega,13503,16000,Distribution,jared.vega@datapocalypse.com
Ana,Sutton,7504,34500,Marketing,ana.sutton@datapocalypse.com
Michael,Alvarado,6696,26000,Distribution,michael.alvarado@datapocalypse.com
Mark,Brown,18287,19000,Distribution,mark.brown@datapocalypse.com
Renee,Thornton,8481,23000,Customer Research,renee.thornton@datapocalypse.com
Francisco,Garcia,17547,34000,Engineering - Front End,francisco.garcia@datapocalypse.com
Kelly,Richard,9150,15000,Governance,kelly.richard@datapocalypse.com
Steven,Bates,8717,29000,Engineering - Back End,steven.bates@datapocalypse.com
Noah,Sharp,15903,34500,Governance,noah.sharp@datapocalypse.com
Jack,Lindsey,16465,19000,Engineering - Back End,jack.lindsey@datapocalypse.com
Jared,Hicks,9204,15000,Engineering - Front End,jared.hicks@datapocalypse.com
Haley,Glenn,11571,37000,Engineering - Back End,haley.glenn@datapocalypse.com
Kristen,May,17528,15000,Engineering - Front End,kristen.may@datapocalypse.com
Justin,Buchanan,13475,51500,Engineering - Back End,justin.buchanan@datapocalypse.com
Dennis,Foley,18891,15000,Engineering - Back End,dennis.foley@datapocalypse.com
Paul,Hernandez,243,23000,Governance,paul.hernandez@datapocalypse.com
Lindsay,Green,19468,19500,Governance,lindsay.green@datapocalypse.com
Christopher,Jimenez,12738,33500,Marketing,christopher.jimenez@datapocalypse.com
Cassidy,Allen,14033,15000,Distribution,cassidy.allen@datapocalypse.com
Rebecca,Moore,12401,47500,Marketing,rebecca.moore@datapocalypse.com
Richard,Meyer,16645,21000,Marketing,richard.meyer@datapocalypse.com
Jesse,Baird,17924,32500,Customer Research,jesse.baird@datapocalypse.com
Jacqueline,Wyatt,6081,15000,Governance,jacqueline.wyatt@datapocalypse.com
Samuel,Robles,10532,15000,Engineering - Back End,samuel.robles@datapocalypse.com
Ronald,Johnson,2980,18500,Engineering - Back End,ronald.johnson@datapocalypse.com
Megan,Atkinson,10051,46000,Engineering - Front End,megan.atkinson@datapocalypse.com
Jennifer,Murphy,8618,15000,Engineering - Back End,jennifer.murphy@datapocalypse.com
Kimberly,Terry,4377,28500,Governance,kimberly.terry@datapocalypse.com
Darrell,Wright,3924,25000,Governance,darrell.wright@datapocalypse.com
Jeffrey,Joseph,18783,39000,Marketing,jeffrey.joseph@datapocalypse.com
Leon,Bryant,17238,20000,Engineering - Back End,leon.bryant@datapocalypse.com
Colleen,Crane,5067,25500,Distribution,colleen.crane@datapocalypse.com
Theresa,Lopez,6546,25000,Governance,theresa.lopez@datapocalypse.com
Laura,Diaz,1482,26500,Marketing,laura.diaz@datapocalypse.com
Darlene,Cruz,3969,19500,Governance,darlene.cruz@datapocalypse.com
Maurice,Lowe,10438,15000,Governance,maurice.lowe@datapocalypse.com
Martin,Spencer,17226,15000,Customer Research,martin.spencer@datapocalypse.com
Kevin,Hart,10805,15000,Customer Research,kevin.hart@datapocalypse.com
Ashley,Pearson,17350,15000,Engineering - Front End,ashley.pearson@datapocalypse.com
Benjamin,Mcknight,8613,16000,Distribution,benjamin.mcknight@datapocalypse.com
Kathryn,Robbins,16987,33500,Customer Research,kathryn.robbins@datapocalypse.com
Jacob,Benson,7179,17000,Customer Research,jacob.benson@datapocalypse.com
Nicholas,Tate,18906,26000,Engineering - Front End,nicholas.tate@datapocalypse.com
Meghan,Brock,9599,22500,Engineering - Front End,meghan.brock@datapocalypse.com
William,Holmes,2294,33500,Engineering - Front End,william.holmes@datapocalypse.com
Stanley,Henry,6284,24000,Engineering - Front End,stanley.henry@datapocalypse.com
Monica,Peck,8143,15000,Distribution,monica.peck@datapocalypse.com
Brittany,Smith,9972,23000,Customer Research,brittany.smith@datapocalypse.com
Adam,Avery,4413,29500,Engineering - Back End,adam.avery@datapocalypse.com
Tonya,Jones,15609,30000,Marketing,tonya.jones@datapocalypse.com
Hunter,Love,16366,15000,Marketing,hunter.love@datapocalypse.com
Yolanda,Miller,4433,21000,Engineering - Front End,yolanda.miller@datapocalypse.com
Stephanie,Rogers,1899,17500,Distribution,stephanie.rogers@datapocalypse.com
Erin,Drake,10650,20500,Marketing,erin.drake@datapocalypse.com
Kara,Avila,15042,30500,Customer Research,kara.avila@datapocalypse.com
Christopher,Walker,3952,35000,Marketing,christopher.walker@datapocalypse.com
Kristine,Black,13577,23500,Engineering - Back End,kristine.black@datapocalypse.com
Eric,Bond,2825,40500,Engineering - Back End,eric.bond@datapocalypse.com
Nicole,Henry,7204,25000,Engineering - Back End,nicole.henry@datapocalypse.com
Jamie,Jackson,10567,25000,Governance,jamie.jackson@datapocalypse.com
Christine,Mercado,5602,45500,Marketing,christine.mercado@datapocalypse.com
Michelle,Good,6104,15000,Engineering - Back End,michelle.good@datapocalypse.com
Virginia,Jones,8916,19000,Distribution,virginia.jones@datapocalypse.com
Mark,White,15311,29500,Customer Research,mark.white@datapocalypse.com
Chad,White,11855,15000,Marketing,chad.white@datapocalypse.com
Brittany,Wallace,2690,18000,Customer Research,brittany.wallace@datapocalypse.com
Stephanie,Mason,19171,18500,Engineering - Front End,stephanie.mason@datapocalypse.com
Kevin,Kemp,18540,15000,Engineering - Back End,kevin.kemp@datapocalypse.com
Shelly,Lee,3226,15000,Engineering - Front End,shelly.lee@datapocalypse.com
Stephanie,Cooper,4414,20000,Engineering - Back End,stephanie.cooper@datapocalypse.com
Terrance,Miller,5693,41500,Engineering - Back End,terrance.miller@datapocalypse.com
Jennifer,Salinas,9154,20500,Marketing,jennifer.salinas@datapocalypse.com
Joseph,Peters,14629,37000,Distribution,joseph.peters@datapocalypse.com
Matthew,Barber,4395,34000,Engineering - Back End,matthew.barber@datapocalypse.com
Joseph,Martin,6674,22000,Governance,joseph.martin@datapocalypse.com
Jacob,Ho,14278,22500,Governance,jacob.ho@datapocalypse.com
Stephen,Fox,6852,15000,Customer Research,stephen.fox@datapocalypse.com
Daniel,Chavez,1198,16500,Customer Research,daniel.chavez@datapocalypse.com
Michael,Marks,13620,15000,Distribution,michael.marks@datapocalypse.com
Todd,Dunlap,15932,28000,Governance,todd.dunlap@datapocalypse.com
Rachel,Robinson,15248,29500,Customer Research,rachel.robinson@datapocalypse.com
John,Bennett,1745,19500,Distribution,john.bennett@datapocalypse.com
Kathleen,Watkins,13959,15000,Engineering - Back End,kathleen.watkins@datapocalypse.com
Michael,Young,16597,15000,Customer Research,michael.young@datapocalypse.com
